MODEL,OA_DATE,ITEM_CODE,QTY,UNIT_PRICE,BASIC_VALUE,ITEM_DESCRIPTION
ACR SPARES,2023-02-16,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-16,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-02-16,336.40.401.50.,25.0,6408.0,160200.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-16,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-16,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-02-16,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-16,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2023-02-16,082.08.000.50.,20.0,6137.0,122740.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-16,084.19.001.50.,3.0,2975.0,8925.0,GASKET SET KC4
ACR SPARES,2023-02-16,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-16,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-17,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-17,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-17,993.00.311.00.,100.0,93.0,9300.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-02-17,084.19.001.50.,5.0,2975.0,14875.0,GASKET SET KC4
ACR SPARES,2023-02-18,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-02-18,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-18,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-20,082.03.110.50.,8.0,2944.0,23552.0,PISTON KC/KCX
ACR SPARES,2023-02-20,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-20,084.19.001.50.,3.0,2975.0,8925.0,GASKET SET KC4
ACR SPARES,2023-02-20,336.40.401.50.,9.0,6408.0,57672.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-20,082.03.110.50.,24.0,2944.0,70656.0,PISTON KC/KCX
ACR SPARES,2023-02-20,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-02-20,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-20,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-20,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-02-21,082.03.110.50.,36.0,2944.0,105984.0,PISTON KC/KCX
ACR SPARES,2023-02-21,082.04.030.50.,24.0,1509.0,36216.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-22,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-23,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-23,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-02-23,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-02-23,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2023-02-23,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-24,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-24,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-25,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-25,082.08.000.50.,15.0,6137.0,92055.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-25,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-02-25,084.19.001.50.,10.0,2975.0,29750.0,GASKET SET KC4
ACR SPARES,2023-02-27,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-27,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2023-02-27,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-27,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-27,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-02-28,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-28,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-28,082.04.030.50.,6.0,1509.0,9054.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-28,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-28,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-02-28,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-28,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-02-28,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-28,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-28,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-02-28,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-28,082.03.110.50.,2.0,2944.0,5888.0,PISTON KC/KCX
ACR SPARES,2023-02-28,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-02-28,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-28,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-28,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-02-28,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-28,082.08.000.50.,4.0,6137.0,24548.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-02-28,082.08.000.50.,1.0,6137.0,6137.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-02,084.19.001.50.,3.0,2975.0,8925.0,GASKET SET KC4
ACR SPARES,2023-03-02,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-02,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-03,351.03.301.50.,4.0,4255.0,17020.0,LINER CYLINDER AC70
ACR SPARES,2023-03-03,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-03,351.03.301.50.,1.0,4255.0,4255.0,LINER CYLINDER AC70
ACR SPARES,2023-03-03,351.03.301.50.,5.0,4255.0,21275.0,LINER CYLINDER AC70
ACR SPARES,2023-03-04,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-04,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-04,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-04,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-07,993.00.311.00.,17.0,93.0,1581.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-07,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-07,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-07,082.04.030.50.,60.0,1509.0,90540.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-07,084.19.001.50.,3.0,2975.0,8925.0,GASKET SET KC4
ACR SPARES,2023-03-07,082.08.000.50.,15.0,6137.0,92055.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-07,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2023-03-08,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-08,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-08,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-10,082.08.000.50.,9.0,6137.0,55233.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-10,336.40.401.50.,40.0,6408.0,256320.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-10,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2023-03-10,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-11,082.08.000.50.,20.0,6137.0,122740.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-11,993.00.311.00.,30.0,93.0,2790.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-11,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-11,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-11,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-11,336.40.401.50.,9.0,6408.0,57672.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-11,082.03.110.50.,9.0,2944.0,26496.0,PISTON KC/KCX
ACR SPARES,2023-03-11,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-11,336.40.401.50.,20.0,6408.0,128160.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-11,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2023-03-14,351.03.301.50.,25.0,4255.0,106375.0,LINER CYLINDER AC70
ACR SPARES,2023-03-14,351.03.301.50.,13.0,4255.0,55315.0,LINER CYLINDER AC70
ACR SPARES,2023-03-14,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-14,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-03-14,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-14,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-14,082.04.030.50.,12.0,1509.0,18108.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-14,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2023-03-14,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-14,082.04.030.50.,12.0,1509.0,18108.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-14,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-15,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-15,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-15,084.19.001.50.,5.0,2975.0,14875.0,GASKET SET KC4
ACR SPARES,2023-03-15,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-15,082.04.030.50.,40.0,1509.0,60360.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-15,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-15,082.04.030.50.,40.0,1509.0,60360.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-15,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-16,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-16,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-16,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2023-03-16,084.19.001.50.,5.0,2975.0,14875.0,GASKET SET KC4
ACR SPARES,2023-03-16,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-16,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-17,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-18,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-18,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-18,082.03.110.50.,8.0,2944.0,23552.0,PISTON KC/KCX
ACR SPARES,2023-03-18,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-18,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-20,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-20,993.00.311.00.,80.0,93.0,7440.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-21,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-21,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-21,336.40.401.50.,25.0,6408.0,160200.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-21,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-21,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-21,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-21,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-21,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-21,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-21,084.19.001.50.,5.0,2975.0,14875.0,GASKET SET KC4
ACR SPARES,2023-03-21,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-21,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2023-03-21,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-21,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-22,993.00.311.00.,30.0,93.0,2790.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-22,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-22,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-22,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-22,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-22,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-22,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-22,993.00.311.00.,30.0,93.0,2790.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-23,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-24,082.03.110.50.,7.0,2944.0,20608.0,PISTON KC/KCX
ACR SPARES,2023-03-24,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-24,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-24,084.19.001.50.,3.0,2975.0,8925.0,GASKET SET KC4
ACR SPARES,2023-03-24,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-25,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-25,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-25,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-25,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-25,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-25,993.00.311.00.,19.0,93.0,1767.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-25,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-25,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-25,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,082.04.030.50.,12.0,1509.0,18108.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-27,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-27,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-27,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-27,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-27,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-27,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-27,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,25.0,2944.0,73600.0,PISTON KC/KCX
ACR SPARES,2023-03-27,082.04.030.50.,37.0,1509.0,55833.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,082.08.000.50.,7.0,6137.0,42959.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-27,082.08.000.50.,7.0,6137.0,42959.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-27,082.04.030.50.,37.0,1509.0,55833.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,25.0,2944.0,73600.0,PISTON KC/KCX
ACR SPARES,2023-03-27,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-27,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-27,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-27,082.04.030.50.,12.0,1509.0,18108.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2023-03-27,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-27,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-27,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-27,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-28,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-28,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-28,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-28,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-28,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-28,082.04.030.50.,37.0,1509.0,55833.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-28,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-28,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-28,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-28,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-28,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-28,082.03.110.50.,25.0,2944.0,73600.0,PISTON KC/KCX
ACR SPARES,2023-03-29,082.04.030.50.,36.0,1509.0,54324.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-29,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2023-03-29,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-29,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-29,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-30,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-30,082.04.030.50.,50.0,1509.0,75450.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-30,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-30,993.00.311.00.,25.0,93.0,2325.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,40.0,2944.0,117760.0,PISTON KC/KCX
ACR SPARES,2023-03-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-30,336.40.401.50.,22.0,6408.0,140976.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,18.0,2944.0,52992.0,PISTON KC/KCX
ACR SPARES,2023-03-30,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-30,336.40.401.50.,24.0,6408.0,153792.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-03-30,993.00.311.00.,15.0,93.0,1395.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2023-03-30,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-30,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-30,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-03-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,24.0,2944.0,70656.0,PISTON KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,30.0,2944.0,88320.0,PISTON KC/KCX
ACR SPARES,2023-03-30,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
