MODEL,OA_DATE,ITEM_CODE,QTY,UNIT_PRICE,BASIC_VALUE,ITEM_DESCRIPTION
ACR SPARES,2022-06-11,082.08.000.50.,1.0,6137.0,6137.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-11,082.08.000.50.,4.0,6137.0,24548.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-11,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-13,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-13,082.03.110.50.,24.0,2944.0,70656.0,PISTON KC/KCX
ACR SPARES,2022-06-13,336.40.401.50.,24.0,6408.0,153792.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-13,082.04.030.50.,24.0,1509.0,36216.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-15,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-15,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-15,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-15,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2022-06-15,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-15,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-15,993.00.311.00.,35.0,93.0,3255.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-15,993.00.311.00.,65.0,93.0,6045.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-16,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-16,082.04.030.50.,6.0,1509.0,9054.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-16,082.08.000.50.,7.0,6137.0,42959.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-16,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-16,084.19.001.50.,2.0,2975.0,5950.0,GASKET SET KC4
ACR SPARES,2022-06-16,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-16,993.00.311.00.,36.0,93.0,3348.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-16,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-17,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-17,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-17,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-17,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-18,336.40.401.50.,20.0,6408.0,128160.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-18,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-18,082.04.030.50.,50.0,1509.0,75450.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-18,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-18,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2022-06-18,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-18,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-18,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-18,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-18,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2022-06-18,336.40.401.50.,16.0,6408.0,102528.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-18,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-22,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-22,084.19.001.50.,4.0,2975.0,11900.0,GASKET SET KC4
ACR SPARES,2022-06-23,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-23,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-23,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-23,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-23,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-23,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-23,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-23,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-23,082.04.030.50.,37.0,1509.0,55833.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-23,082.08.000.50.,6.0,6137.0,36822.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-23,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-23,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-24,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-25,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-25,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-25,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-25,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-25,336.40.401.50.,23.0,6408.0,147384.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-25,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-25,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-25,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-25,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-25,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-25,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-25,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-25,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-25,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-27,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-27,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-27,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-27,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-27,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-27,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-27,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-27,082.08.000.50.,11.0,6137.0,67507.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-27,084.19.001.50.,4.0,2975.0,11900.0,GASKET SET KC4
ACR SPARES,2022-06-27,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-27,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-27,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-27,082.04.030.50.,8.0,1509.0,12072.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-27,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-27,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-28,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-28,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-28,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-28,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-28,082.04.030.50.,8.0,1509.0,12072.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-28,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-28,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-28,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-28,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-28,082.04.030.50.,8.0,1509.0,12072.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-28,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2022-06-28,082.04.030.50.,8.0,1509.0,12072.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-28,082.03.110.50.,13.0,2944.0,38272.0,PISTON KC/KCX
ACR SPARES,2022-06-28,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-28,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-28,082.03.110.50.,25.0,2944.0,73600.0,PISTON KC/KCX
ACR SPARES,2022-06-28,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-28,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-28,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-28,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-28,082.04.030.50.,8.0,1509.0,12072.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-28,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-28,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-28,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-28,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-28,336.40.401.50.,13.0,6408.0,83304.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-28,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-28,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-29,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-29,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-29,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-29,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-29,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-29,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-29,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-29,336.40.401.50.,20.0,6408.0,128160.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-29,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-29,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-29,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-29,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-29,082.04.030.50.,6.0,1509.0,9054.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-29,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-29,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-29,082.03.110.50.,25.0,2944.0,73600.0,PISTON KC/KCX
ACR SPARES,2022-06-29,082.04.030.50.,8.0,1509.0,12072.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-29,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-29,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-29,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-29,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-29,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,336.40.401.50.,20.0,6408.0,128160.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-29,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-29,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,082.04.030.50.,8.0,1509.0,12072.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-29,336.40.401.50.,15.0,6408.0,96120.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-29,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2022-06-29,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-29,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,6.0,1509.0,9054.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,24.0,2944.0,70656.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-30,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,084.19.001.50.,1.0,2975.0,2975.0,GASKET SET KC4
ACR SPARES,2022-06-30,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,6.0,2944.0,17664.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-30,993.00.311.00.,15.0,93.0,1395.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,6.0,1509.0,9054.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,12.0,1509.0,18108.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,20.0,2944.0,58880.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,1.0,6408.0,6408.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,20.0,6408.0,128160.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,34.0,2944.0,100096.0,PISTON KC/KCX
ACR SPARES,2022-06-30,993.00.311.00.,32.0,93.0,2976.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,30.0,2944.0,88320.0,PISTON KC/KCX
ACR SPARES,2022-06-30,993.00.311.00.,32.0,93.0,2976.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,20.0,6408.0,128160.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-30,084.19.001.50.,10.0,2975.0,29750.0,GASKET SET KC4
ACR SPARES,2022-06-30,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-06-30,336.40.401.50.,10.0,6408.0,64080.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,25.0,2944.0,73600.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-06-30,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-06-30,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-01,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-07-01,336.40.401.50.,15.0,6408.0,96120.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-07-01,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-07-01,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-01,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-07-01,082.03.110.50.,12.0,2944.0,35328.0,PISTON KC/KCX
ACR SPARES,2022-07-02,082.04.030.50.,10.0,1509.0,15090.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-02,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2022-07-02,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-07-02,336.40.401.50.,6.0,6408.0,38448.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-07-02,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-07-02,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-02,336.40.401.50.,1.0,3769.0,3769.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-07-02,082.03.110.50.,1.0,1732.0,1732.0,PISTON KC/KCX
ACR SPARES,2022-07-02,082.08.000.50.,10.0,6137.0,61370.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-07-04,082.08.000.50.,20.0,6137.0,122740.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-07-05,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
ACR SPARES,2022-07-05,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-05,082.03.110.50.,8.0,2944.0,23552.0,PISTON KC/KCX
ACR SPARES,2022-07-07,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-07-07,993.00.311.00.,50.0,93.0,4650.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-07-07,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-08,336.40.401.50.,20.0,6408.0,128160.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-07-08,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-07-08,082.03.110.50.,15.0,2944.0,44160.0,PISTON KC/KCX
ACR SPARES,2022-07-09,336.40.401.50.,5.0,6408.0,32040.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-07-09,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-09,082.04.030.50.,15.0,1509.0,22635.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-09,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-07-09,082.08.000.50.,5.0,6137.0,30685.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-07-09,082.04.030.50.,20.0,1509.0,30180.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-12,082.08.000.50.,8.0,6137.0,49096.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2022-07-12,082.04.030.50.,30.0,1509.0,45270.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-12,082.03.110.50.,10.0,2944.0,29440.0,PISTON KC/KCX
ACR SPARES,2022-07-12,336.40.401.50.,12.0,6408.0,76896.0,CYLINDER LINER KC/KCX
ACR SPARES,2022-07-13,993.00.311.00.,10.0,93.0,930.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-07-13,084.19.001.50.,2.0,2975.0,5950.0,GASKET SET KC4
ACR SPARES,2022-07-13,082.04.030.50.,25.0,1509.0,37725.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2022-07-14,993.00.311.00.,20.0,93.0,1860.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2022-07-14,082.03.110.50.,5.0,2944.0,14720.0,PISTON KC/KCX
